run_id,pattern_type,seed,question_set,persona_ts,persona_py,match,error,ocean_ts_O,ocean_ts_C,ocean_ts_E,ocean_ts_A,ocean_ts_N,ocean_py_O,ocean_py_C,ocean_py_E,ocean_py_A,ocean_py_N
122,gaussianHigh,1337,full180,INFJ,INFJ-B,true,,52.77777777777778,51.388888888888886,49.30555555555556,50.69444444444444,48.611111111111114,0.528,0.514,0.493,0.507,0.486
123,skewedLowConscientiousness,1337,full180,ISTJ,ISTJ-B,true,,43.75,50,45.833333333333336,40.97222222222222,53.47222222222222,0.438,0.5,0.458,0.41,0.535
124,randomClusters,1337,full180,INFJ,INFJ-B,true,,51.388888888888886,50.69444444444444,47.22222222222222,51.388888888888886,50,0.514,0.507,0.472,0.514,0.5
125,driftingPattern,1337,full180,ISTJ,ISTJ-B,true,,49.30555555555556,50,48.611111111111114,49.30555555555556,47.22222222222222,0.493,0.5,0.486,0.493,0.472
126,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
127,pathologicalBoundary,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
128,pathologicalBoundary,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
129,driftingPattern,1337,full180,ENFJ,ENFJ-B,true,,50,51.388888888888886,50,50.69444444444444,52.77777777777778,0.5,0.514,0.5,0.507,0.528
130,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
131,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
132,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
133,triangularDistribution,1337,full180,ISFJ,ISFJ-B,true,,44.44444444444444,54.861111111111114,44.44444444444444,55.55555555555556,57.638888888888886,0.444,0.549,0.444,0.556,0.576
134,alternating,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
135,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
136,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
137,mirrorPattern,1337,full180,ESTJ,ESTJ-B,true,,48.611111111111114,50.69444444444444,50,49.30555555555556,51.388888888888886,0.486,0.507,0.5,0.493,0.514
138,noiseClusterHigh,1337,full180,ISFJ,ISFJ-B,true,,49.30555555555556,50,46.52777777777778,50.69444444444444,50.69444444444444,0.493,0.5,0.465,0.507,0.507
139,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
140,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
141,syntheticPersonaSeed,1337,full180,ENTP,ENTP-B,true,,54.166666666666664,49.30555555555556,53.47222222222222,47.22222222222222,45.833333333333336,0.542,0.493,0.535,0.472,0.458
142,alternating,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
143,gaussianHigh,1337,full180,ENFJ,ENFJ-B,true,,50,52.083333333333336,54.861111111111114,51.388888888888886,47.916666666666664,0.5,0.521,0.549,0.514,0.479
144,entropyChaos,1337,full180,INTJ,INTJ-B,true,,50.69444444444444,56.25,46.52777777777778,49.30555555555556,46.52777777777778,0.507,0.562,0.465,0.493,0.465
145,triangularDistribution,1337,full180,ESFJ,ESFJ-B,true,,45.138888888888886,52.083333333333336,53.47222222222222,56.94444444444444,44.44444444444444,0.451,0.521,0.535,0.569,0.444
146,skewedHighOpenness,1337,full180,ENFP,ENFP-B,true,,50,47.22222222222222,57.638888888888886,58.333333333333336,43.05555555555556,0.5,0.472,0.576,0.583,0.431
147,gaussianHigh,1337,full180,ESFP,ESFP-B,true,,49.30555555555556,47.916666666666664,50,52.77777777777778,49.30555555555556,0.493,0.479,0.5,0.528,0.493
148,randomClusters,1337,full180,INTJ,INTJ-B,true,,51.388888888888886,50,49.30555555555556,47.916666666666664,52.083333333333336,0.514,0.5,0.493,0.479,0.521
149,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
150,gaussianMid,1337,full180,ESFJ,ESFJ-B,true,,44.44444444444444,56.25,50,50,45.833333333333336,0.444,0.562,0.5,0.5,0.458
151,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
152,alternating,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
153,uniformHigh,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
154,noiseClusterHigh,1337,full180,INFP,INFP-B,true,,50.69444444444444,49.30555555555556,47.22222222222222,54.166666666666664,47.916666666666664,0.507,0.493,0.472,0.542,0.479
155,gaussianLow,1337,full180,ESFJ,ESFJ-B,true,,47.22222222222222,52.77777777777778,50,51.388888888888886,48.611111111111114,0.472,0.528,0.5,0.514,0.486
156,noiseClusterHigh,1337,full180,ESFJ,ESFJ-B,true,,49.30555555555556,51.388888888888886,52.083333333333336,54.861111111111114,52.083333333333336,0.493,0.514,0.521,0.549,0.521
157,skewedLowConscientiousness,1337,full180,ENTJ,ENTJ-B,true,,54.861111111111114,50,52.083333333333336,45.833333333333336,55.55555555555556,0.549,0.5,0.521,0.458,0.556
158,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
159,noiseClusterHigh,1337,full180,ISFJ,ISFJ-B,true,,47.916666666666664,50.69444444444444,47.22222222222222,51.388888888888886,45.138888888888886,0.479,0.507,0.472,0.514,0.451
160,blockExtremes,1337,full180,ENTJ,ENTJ-S,true,,52.77777777777778,50,58.333333333333336,44.44444444444444,33.333333333333336,0.528,0.5,0.583,0.444,0.333
161,noiseClusterLow,1337,full180,ENFJ,ENFJ-B,true,,52.77777777777778,50,52.77777777777778,51.388888888888886,48.611111111111114,0.528,0.5,0.528,0.514,0.486
162,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
163,staircasePartial,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,50.69444444444444,51.388888888888886,50.69444444444444,0.507,0.479,0.507,0.514,0.507
164,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
165,skewedLowConscientiousness,1337,full180,ESFJ,ESFJ-B,true,,47.916666666666664,50,56.25,55.55555555555556,47.22222222222222,0.479,0.5,0.562,0.556,0.472
166,skewedHighOpenness,1337,full180,INFP,INFP-B,true,,50,47.22222222222222,43.05555555555556,50.69444444444444,45.833333333333336,0.5,0.472,0.431,0.507,0.458
167,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
168,entropyChaos,1337,full180,ESTJ,ESTJ-B,true,,47.916666666666664,52.083333333333336,50,45.833333333333336,49.30555555555556,0.479,0.521,0.5,0.458,0.493
169,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
170,staircasePartial,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,50.69444444444444,51.388888888888886,50.69444444444444,0.507,0.479,0.507,0.514,0.507
171,entropyChaos,1337,full180,ENFJ,ENFJ-B,true,,52.083333333333336,50.69444444444444,52.083333333333336,52.083333333333336,49.30555555555556,0.521,0.507,0.521,0.521,0.493
