run_id,pattern_type,seed,question_set,persona_ts,persona_py,match,error,ocean_ts_O,ocean_ts_C,ocean_ts_E,ocean_ts_A,ocean_ts_N,ocean_py_O,ocean_py_C,ocean_py_E,ocean_py_A,ocean_py_N
16,entropyChaos,1337,smart30,ESFP,ESFP-B,true,,0,33.333333333333336,100,75,45.833333333333336,0,0.333,1,0.75,0.458
17,driftingPattern,1337,smart30,INTJ,INTJ-S,true,,95.83333333333333,66.66666666666666,45.833333333333336,37.5,4.166666666666669,0.958,0.667,0.458,0.375,0.042
18,triangularDistribution,1337,smart30,ESFJ,ESFJ-B,true,,50,66.66666666666666,50,58.333333333333336,58.333333333333336,0.5,0.667,0.5,0.583,0.583
19,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
20,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
21,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
22,gaussianMid,1337,smart30,ISFJ,ISFJ-B,true,,37.5,50,41.666666666666664,58.333333333333336,50,0.375,0.5,0.417,0.583,0.5
23,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
24,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
25,pathologicalBoundary,1337,smart30,ESFJ,ESFJ-B,true,,50,50,100,50,50,0.5,0.5,1,0.5,0.5
26,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
27,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,91.66666666666667,91.66666666666667,87.5,83.33333333333333,0.875,0.917,0.917,0.875,0.833
28,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,87.5,95.83333333333333,95.83333333333333,83.33333333333333,0.875,0.875,0.958,0.958,0.833
29,entropyChaos,1337,smart30,ESFP,ESFP-B,true,,0,33.333333333333336,100,58.333333333333336,41.666666666666664,0,0.333,1,0.583,0.417
30,blockExtremes,1337,smart30,ENFJ,ENFJ-S,true,,66.66666666666666,50,50,83.33333333333333,83.33333333333333,0.667,0.5,0.5,0.833,0.833
31,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,87.5,91.66666666666667,91.66666666666667,75,0.875,0.875,0.917,0.917,0.75
32,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
33,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,4.166666666666669,12.5,12.5,12.5,8.333333333333332,0.042,0.125,0.125,0.125,0.083
34,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
35,triangularDistribution,1337,smart30,ENTJ,ENTJ-B,true,,54.166666666666664,70.83333333333334,50,37.5,37.5,0.542,0.708,0.5,0.375,0.375
36,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
37,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
38,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
39,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
40,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
41,skewedLowConscientiousness,1337,smart30,ESFP,ESFP-B,true,,41.666666666666664,0,50,58.333333333333336,50,0.417,0,0.5,0.583,0.5
42,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
43,skewedHighOpenness,1337,smart30,ENFJ,ENFJ-S,true,,100,66.66666666666666,70.83333333333334,54.166666666666664,20.833333333333332,1,0.667,0.708,0.542,0.208
44,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,8.333333333333332,12.5,16.666666666666668,20.833333333333332,12.5,0.083,0.125,0.167,0.208,0.125
45,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,16.666666666666668,12.5,12.5,8.333333333333332,12.5,0.167,0.125,0.125,0.083,0.125
46,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
47,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
48,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
49,syntheticPersonaSeed,1337,smart30,INFJ,INFJ-S,true,,87.5,79.16666666666667,33.333333333333336,50,20.833333333333332,0.875,0.792,0.333,0.5,0.208
50,skewedHighOpenness,1337,smart30,ENTP,ENTP-B,true,,100,33.333333333333336,62.5,33.333333333333336,41.666666666666664,1,0.333,0.625,0.333,0.417
51,triangularDistribution,1337,smart30,ISTP,ISTP-B,true,,41.666666666666664,37.5,45.833333333333336,45.833333333333336,41.666666666666664,0.417,0.375,0.458,0.458,0.417
52,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
53,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
54,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,79.16666666666667,91.66666666666667,87.5,95.83333333333333,87.5,0.792,0.917,0.875,0.958,0.875
55,skewedLowConscientiousness,1337,smart30,INFP,INFP-B,true,,70.83333333333334,0,37.5,58.333333333333336,50,0.708,0,0.375,0.583,0.5
56,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
57,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
58,skewedLowConscientiousness,1337,smart30,ISFP,ISFP-S,true,,41.666666666666664,0,41.666666666666664,75,33.333333333333336,0.417,0,0.417,0.75,0.333
59,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
60,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
61,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,8.333333333333332,16.666666666666668,16.666666666666668,20.833333333333332,8.333333333333332,0.083,0.167,0.167,0.208,0.083
62,deliberateNoise,1337,smart30,ISTJ,ISTJ-B,true,,29.166666666666664,66.66666666666666,37.5,37.5,45.833333333333336,0.292,0.667,0.375,0.375,0.458
63,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
64,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
65,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
66,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
67,blockExtremes,1337,smart30,ESTJ,ESTJ-S,true,,50,66.66666666666666,83.33333333333333,33.333333333333336,66.66666666666666,0.5,0.667,0.833,0.333,0.667
68,skewedLowConscientiousness,1337,smart30,ENTP,ENTP-B,true,,70.83333333333334,0,62.5,41.666666666666664,62.5,0.708,0,0.625,0.417,0.625
69,skewedHighOpenness,1337,smart30,ENTJ,ENTJ-B,true,,100,87.5,58.333333333333336,45.833333333333336,54.166666666666664,1,0.875,0.583,0.458,0.542
70,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
71,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
72,entropyChaos,1337,smart30,ESFP,ESFP-B,true,,0,33.333333333333336,100,70.83333333333334,62.5,0,0.333,1,0.708,0.625
73,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
74,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
75,gaussianMid,1337,smart30,ESTP,ESTP-B,true,,45.833333333333336,41.666666666666664,58.333333333333336,37.5,37.5,0.458,0.417,0.583,0.375,0.375
76,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,100,87.5,87.5,87.5,0.875,1,0.875,0.875,0.875
77,randomClusters,1337,smart30,ENFP,ENFP-S,true,,70.83333333333334,33.333333333333336,50,50,25,0.708,0.333,0.5,0.5,0.25
78,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
79,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,87.5,79.16666666666667,83.33333333333333,91.66666666666667,0.833,0.875,0.792,0.833,0.917
80,skewedHighOpenness,1337,smart30,ENTP,ENTP-S,true,,100,41.666666666666664,50,33.333333333333336,75,1,0.417,0.5,0.333,0.75
81,skewedHighOpenness,1337,smart30,ENFJ,ENFJ-B,true,,100,58.333333333333336,54.166666666666664,50,41.666666666666664,1,0.583,0.542,0.5,0.417
82,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
83,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,83.33333333333333,95.83333333333333,95.83333333333333,83.33333333333333,0.875,0.833,0.958,0.958,0.833
84,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
85,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,95.83333333333333,75,50,25,12.5,0.958,0.75,0.5,0.25,0.125
86,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
87,gaussianMid,1337,smart30,ESFP,ESFP-B,true,,33.333333333333336,45.833333333333336,50,62.5,37.5,0.333,0.458,0.5,0.625,0.375
88,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,12.5,8.333333333333332,12.5,20.833333333333332,12.5,0.125,0.083,0.125,0.208,0.125
89,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
90,deliberateNoise,1337,smart30,ISTP,ISTP-B,true,,45.833333333333336,25,37.5,33.333333333333336,58.333333333333336,0.458,0.25,0.375,0.333,0.583
91,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
92,skewedHighOpenness,1337,smart30,ENTP,ENTP-S,true,,100,37.5,54.166666666666664,41.666666666666664,33.333333333333336,1,0.375,0.542,0.417,0.333
93,deliberateNoise,1337,smart30,ENFJ,ENFJ-S,true,,58.333333333333336,62.5,62.5,70.83333333333334,29.166666666666664,0.583,0.625,0.625,0.708,0.292
94,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,16.666666666666668,12.5,16.666666666666668,12.5,12.5,0.167,0.125,0.167,0.125,0.125
95,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
96,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
97,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
98,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,83.33333333333333,83.33333333333333,87.5,91.66666666666667,0.833,0.833,0.833,0.875,0.917
99,randomClusters,1337,smart30,INFP,INFP-B,true,,62.5,8.333333333333332,37.5,50,50,0.625,0.083,0.375,0.5,0.5
100,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
101,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
102,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
103,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
104,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
105,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
106,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
107,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
108,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
109,gaussianMid,1337,smart30,ESFP,ESFP-B,true,,45.833333333333336,33.333333333333336,50,58.333333333333336,41.666666666666664,0.458,0.333,0.5,0.583,0.417
110,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,91.66666666666667,91.66666666666667,83.33333333333333,91.66666666666667,87.5,0.917,0.917,0.833,0.917,0.875
111,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
112,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
113,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
114,skewedLowConscientiousness,1337,smart30,ESFP,ESFP-B,true,,45.833333333333336,0,62.5,54.166666666666664,62.5,0.458,0,0.625,0.542,0.625
115,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
116,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,100,75,50,41.666666666666664,8.333333333333332,1,0.75,0.5,0.417,0.083
117,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
118,triangularDistribution,1337,smart30,ISFJ,ISFJ-B,true,,37.5,75,41.666666666666664,58.333333333333336,58.333333333333336,0.375,0.75,0.417,0.583,0.583
119,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
120,skewedLowConscientiousness,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,0,66.66666666666666,41.666666666666664,41.666666666666664,0.583,0,0.667,0.417,0.417
121,skewedLowConscientiousness,1337,smart30,ENFP,ENFP-B,true,,58.333333333333336,0,62.5,50,58.333333333333336,0.583,0,0.625,0.5,0.583
122,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,95.83333333333333,100,87.5,87.5,0.833,0.958,1,0.875,0.875
123,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,20.833333333333332,12.5,8.333333333333332,12.5,8.333333333333332,0.208,0.125,0.083,0.125,0.083
124,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
125,syntheticPersonaSeed,1337,smart30,ENTJ,ENTJ-S,true,,83.33333333333333,83.33333333333333,54.166666666666664,41.666666666666664,25,0.833,0.833,0.542,0.417,0.25
126,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
127,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
128,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
129,pathologicalBoundary,1337,smart30,ESFJ,ESFJ-B,true,,50,50,100,50,50,0.5,0.5,1,0.5,0.5
130,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,95.83333333333333,83.33333333333333,87.5,83.33333333333333,87.5,0.958,0.833,0.875,0.833,0.875
131,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,91.66666666666667,87.5,87.5,79.16666666666667,0.833,0.917,0.875,0.875,0.792
132,deliberateNoise,1337,smart30,ESTP,ESTP-S,true,,45.833333333333336,37.5,75,45.833333333333336,12.5,0.458,0.375,0.75,0.458,0.125
133,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,75,83.33333333333333,83.33333333333333,95.83333333333333,0.875,0.75,0.833,0.833,0.958
134,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
135,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
136,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
137,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
138,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
139,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
140,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,12.5,16.666666666666668,16.666666666666668,8.333333333333332,16.666666666666668,0.125,0.167,0.167,0.083,0.167
141,driftingPattern,1337,smart30,INTJ,INTJ-S,true,,91.66666666666667,75,45.833333333333336,29.166666666666664,16.666666666666668,0.917,0.75,0.458,0.292,0.167
142,randomClusters,1337,smart30,ESFP,ESFP-S,true,,45.833333333333336,41.666666666666664,50,75,100,0.458,0.417,0.5,0.75,1
143,gaussianMid,1337,smart30,INTP,INTP-B,true,,54.166666666666664,37.5,41.666666666666664,37.5,45.833333333333336,0.542,0.375,0.417,0.375,0.458
144,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
145,syntheticPersonaSeed,1337,smart30,ENTJ,ENTJ-S,true,,75,95.83333333333333,58.333333333333336,33.333333333333336,16.666666666666668,0.75,0.958,0.583,0.333,0.167
146,skewedLowConscientiousness,1337,smart30,ENFP,ENFP-B,true,,66.66666666666666,0,58.333333333333336,50,41.666666666666664,0.667,0,0.583,0.5,0.417
147,skewedLowConscientiousness,1337,smart30,ISTP,ISTP-S,true,,29.166666666666664,0,16.666666666666668,33.333333333333336,25,0.292,0,0.167,0.333,0.25
148,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
149,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
150,entropyChaos,1337,smart30,ESFP,ESFP-B,true,,0,33.333333333333336,100,75,41.666666666666664,0,0.333,1,0.75,0.417
151,entropyChaos,1337,smart30,ESFP,ESFP-S,true,,0,33.333333333333336,100,62.5,33.333333333333336,0,0.333,1,0.625,0.333
152,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
153,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,79.16666666666667,87.5,87.5,87.5,0.833,0.792,0.875,0.875,0.875
154,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,12.5,4.166666666666669,12.5,8.333333333333332,8.333333333333332,0.125,0.042,0.125,0.083,0.083
155,skewedLowConscientiousness,1337,smart30,INTP,INTP-B,true,,75,0,41.666666666666664,37.5,41.666666666666664,0.75,0,0.417,0.375,0.417
156,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
157,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
158,triangularDistribution,1337,smart30,ESFJ,ESFJ-B,true,,41.666666666666664,58.333333333333336,50,58.333333333333336,54.166666666666664,0.417,0.583,0.5,0.583,0.542
159,blockExtremes,1337,smart30,ESTP,ESTP-S,true,,33.333333333333336,33.333333333333336,66.66666666666666,33.333333333333336,0,0.333,0.333,0.667,0.333,0
160,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,12.5,12.5,8.333333333333332,12.5,20.833333333333332,0.125,0.125,0.083,0.125,0.208
161,pathologicalBoundary,1337,smart30,ESFJ,ESFJ-B,true,,50,50,100,50,50,0.5,0.5,1,0.5,0.5
162,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
163,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,16.666666666666668,12.5,8.333333333333332,16.666666666666668,16.666666666666668,0.167,0.125,0.083,0.167,0.167
164,triangularDistribution,1337,smart30,ESFJ,ESFJ-S,true,,41.666666666666664,58.333333333333336,54.166666666666664,54.166666666666664,66.66666666666666,0.417,0.583,0.542,0.542,0.667
165,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
166,deliberateNoise,1337,smart30,INFP,INFP-B,true,,62.5,37.5,25,66.66666666666666,54.166666666666664,0.625,0.375,0.25,0.667,0.542
167,deliberateNoise,1337,smart30,ESTJ,ESTJ-B,true,,41.666666666666664,87.5,66.66666666666666,41.666666666666664,41.666666666666664,0.417,0.875,0.667,0.417,0.417
168,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
169,skewedLowConscientiousness,1337,smart30,ESTP,ESTP-B,true,,41.666666666666664,0,58.333333333333336,25,37.5,0.417,0,0.583,0.25,0.375
170,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,91.66666666666667,70.83333333333334,54.166666666666664,37.5,8.333333333333332,0.917,0.708,0.542,0.375,0.083
171,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,91.66666666666667,95.83333333333333,91.66666666666667,87.5,0.875,0.917,0.958,0.917,0.875
172,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
173,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
174,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,91.66666666666667,70.83333333333334,50,33.333333333333336,8.333333333333332,0.917,0.708,0.5,0.333,0.083
175,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,87.5,95.83333333333333,87.5,87.5,0.833,0.875,0.958,0.875,0.875
176,skewedLowConscientiousness,1337,smart30,ESFP,ESFP-B,true,,50,0,50,54.166666666666664,58.333333333333336,0.5,0,0.5,0.542,0.583
177,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,12.5,12.5,4.166666666666669,4.166666666666669,12.5,0.125,0.125,0.042,0.042,0.125
178,skewedHighOpenness,1337,smart30,ENFJ,ENFJ-B,true,,100,70.83333333333334,66.66666666666666,70.83333333333334,41.666666666666664,1,0.708,0.667,0.708,0.417
179,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,12.5,12.5,12.5,12.5,16.666666666666668,0.125,0.125,0.125,0.125,0.167
180,triangularDistribution,1337,smart30,ENFJ,ENFJ-B,true,,54.166666666666664,62.5,58.333333333333336,50,41.666666666666664,0.542,0.625,0.583,0.5,0.417
181,skewedHighOpenness,1337,smart30,INTJ,INTJ-S,true,,100,75,37.5,33.333333333333336,83.33333333333333,1,0.75,0.375,0.333,0.833
182,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
