run_id,pattern_type,seed,question_set,persona_ts,persona_py,match,error,ocean_ts_O,ocean_ts_C,ocean_ts_E,ocean_ts_A,ocean_ts_N,ocean_py_O,ocean_py_C,ocean_py_E,ocean_py_A,ocean_py_N
57,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
58,deliberateNoise,1337,smart30,ESFJ,ESFJ-B,true,,41.666666666666664,70.83333333333334,50,83.33333333333333,41.666666666666664,0.417,0.708,0.5,0.833,0.417
59,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,91.66666666666667,87.5,87.5,87.5,91.66666666666667,0.917,0.875,0.875,0.875,0.917
60,pathologicalBoundary,1337,smart30,ESFJ,ESFJ-B,true,,50,50,100,50,50,0.5,0.5,1,0.5,0.5
61,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
62,blockExtremes,1337,smart30,ESFJ,ESFJ-B,true,,50,66.66666666666666,50,50,50,0.5,0.667,0.5,0.5,0.5
63,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
64,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
65,triangularDistribution,1337,smart30,ESFP,ESFP-B,true,,45.833333333333336,45.833333333333336,58.333333333333336,62.5,41.666666666666664,0.458,0.458,0.583,0.625,0.417
66,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
67,gaussianMid,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,54.166666666666664,45.833333333333336,58.333333333333336,45.833333333333336,0.417,0.542,0.458,0.583,0.458
68,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,95.83333333333333,83.33333333333333,87.5,79.16666666666667,0.875,0.958,0.833,0.875,0.792
69,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,95.83333333333333,91.66666666666667,91.66666666666667,79.16666666666667,83.33333333333333,0.958,0.917,0.917,0.792,0.833
70,gaussianMid,1337,smart30,ISTJ,ISTJ-B,true,,50,50,37.5,45.833333333333336,37.5,0.5,0.5,0.375,0.458,0.375
71,blockExtremes,1337,smart30,ESFP,ESFP-S,true,,50,16.666666666666668,83.33333333333333,50,66.66666666666666,0.5,0.167,0.833,0.5,0.667
72,skewedLowConscientiousness,1337,smart30,ISFP,ISFP-B,true,,29.166666666666664,0,45.833333333333336,50,58.333333333333336,0.292,0,0.458,0.5,0.583
73,randomClusters,1337,smart30,INFJ,INFJ-S,true,,75,66.66666666666666,37.5,58.333333333333336,75,0.75,0.667,0.375,0.583,0.75
74,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,95.83333333333333,91.66666666666667,83.33333333333333,91.66666666666667,91.66666666666667,0.958,0.917,0.833,0.917,0.917
75,syntheticPersonaSeed,1337,smart30,ENFJ,ENFJ-S,true,,91.66666666666667,100,50,58.333333333333336,25,0.917,1,0.5,0.583,0.25
76,syntheticPersonaSeed,1337,smart30,INFJ,INFJ-S,true,,70.83333333333334,87.5,37.5,62.5,8.333333333333332,0.708,0.875,0.375,0.625,0.083
77,syntheticPersonaSeed,1337,smart30,ENFJ,ENFJ-S,true,,91.66666666666667,87.5,50,54.166666666666664,12.5,0.917,0.875,0.5,0.542,0.125
78,randomClusters,1337,smart30,ENFJ,ENFJ-S,true,,70.83333333333334,50,62.5,58.333333333333336,29.166666666666664,0.708,0.5,0.625,0.583,0.292
79,blockExtremes,1337,smart30,ISFJ,ISFJ-S,true,,50,50,16.666666666666668,83.33333333333333,16.666666666666668,0.5,0.5,0.167,0.833,0.167
80,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
81,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,91.66666666666667,70.83333333333334,50,41.666666666666664,16.666666666666668,0.917,0.708,0.5,0.417,0.167
82,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,95.83333333333333,83.33333333333333,87.5,91.66666666666667,83.33333333333333,0.958,0.833,0.875,0.917,0.833
83,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
84,randomClusters,1337,smart30,ESTJ,ESTJ-S,true,,33.333333333333336,83.33333333333333,100,33.333333333333336,0,0.333,0.833,1,0.333,0
85,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,8.333333333333332,16.666666666666668,20.833333333333332,8.333333333333332,20.833333333333332,0.083,0.167,0.208,0.083,0.208
86,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
87,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
88,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
89,randomClusters,1337,smart30,INFJ,INFJ-S,true,,58.333333333333336,75,37.5,50,91.66666666666667,0.583,0.75,0.375,0.5,0.917
90,entropyChaos,1337,smart30,ESTP,ESTP-B,true,,0,33.333333333333336,100,37.5,45.833333333333336,0,0.333,1,0.375,0.458
91,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,4.166666666666669,16.666666666666668,20.833333333333332,12.5,16.666666666666668,0.042,0.167,0.208,0.125,0.167
92,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,4.166666666666669,8.333333333333332,16.666666666666668,8.333333333333332,12.5,0.042,0.083,0.167,0.083,0.125
93,blockExtremes,1337,smart30,ESFJ,ESFJ-S,true,,50,50,83.33333333333333,83.33333333333333,66.66666666666666,0.5,0.5,0.833,0.833,0.667
94,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
95,skewedHighOpenness,1337,smart30,INFJ,INFJ-S,true,,100,58.333333333333336,16.666666666666668,62.5,29.166666666666664,1,0.583,0.167,0.625,0.292
96,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
97,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
98,gaussianMid,1337,smart30,ISFP,ISFP-B,true,,41.666666666666664,29.166666666666664,37.5,58.333333333333336,62.5,0.417,0.292,0.375,0.583,0.625
99,randomClusters,1337,smart30,ISTJ,ISTJ-S,true,,8.333333333333332,50,37.5,25,87.5,0.083,0.5,0.375,0.25,0.875
100,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,12.5,12.5,16.666666666666668,16.666666666666668,8.333333333333332,0.125,0.125,0.167,0.167,0.083
101,entropyChaos,1337,smart30,ESFP,ESFP-B,true,,0,33.333333333333336,100,54.166666666666664,41.666666666666664,0,0.333,1,0.542,0.417
102,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
103,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
104,skewedLowConscientiousness,1337,smart30,ESTP,ESTP-B,true,,37.5,0,54.166666666666664,29.166666666666664,54.166666666666664,0.375,0,0.542,0.292,0.542
105,triangularDistribution,1337,smart30,ISFJ,ISFJ-S,true,,50,50,45.833333333333336,62.5,29.166666666666664,0.5,0.5,0.458,0.625,0.292
106,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
107,syntheticPersonaSeed,1337,smart30,ENFJ,ENFJ-S,true,,100,91.66666666666667,58.333333333333336,62.5,12.5,1,0.917,0.583,0.625,0.125
108,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
109,deliberateNoise,1337,smart30,ESTJ,ESTJ-S,true,,41.666666666666664,58.333333333333336,58.333333333333336,41.666666666666664,33.333333333333336,0.417,0.583,0.583,0.417,0.333
110,blockExtremes,1337,smart30,ESFJ,ESFJ-S,true,,50,66.66666666666666,50,83.33333333333333,66.66666666666666,0.5,0.667,0.5,0.833,0.667
111,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
112,degenerateSetFewItems,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
113,pathologicalBoundary,1337,smart30,ESFJ,ESFJ-B,true,,50,50,100,50,50,0.5,0.5,1,0.5,0.5
114,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,91.66666666666667,66.66666666666666,58.333333333333336,33.333333333333336,12.5,0.917,0.667,0.583,0.333,0.125
115,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
116,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
117,skewedLowConscientiousness,1337,smart30,ENFP,ENFP-B,true,,54.166666666666664,0,58.333333333333336,66.66666666666666,41.666666666666664,0.542,0,0.583,0.667,0.417
118,randomClusters,1337,smart30,INFJ,INFJ-S,true,,58.333333333333336,66.66666666666666,25,83.33333333333333,16.666666666666668,0.583,0.667,0.25,0.833,0.167
119,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,12.5,12.5,16.666666666666668,25,8.333333333333332,0.125,0.125,0.167,0.25,0.083
120,blockExtremes,1337,smart30,ENFJ,ENFJ-S,true,,66.66666666666666,66.66666666666666,83.33333333333333,50,0,0.667,0.667,0.833,0.5,0
121,gaussianMid,1337,smart30,ENFP,ENFP-B,true,,54.166666666666664,33.333333333333336,54.166666666666664,54.166666666666664,58.333333333333336,0.542,0.333,0.542,0.542,0.583
122,skewedLowConscientiousness,1337,smart30,ISTP,ISTP-S,true,,33.333333333333336,0,25,41.666666666666664,79.16666666666667,0.333,0,0.25,0.417,0.792
123,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,87.5,83.33333333333333,87.5,95.83333333333333,0.875,0.875,0.833,0.875,0.958
124,syntheticPersonaSeed,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,87.5,54.166666666666664,54.166666666666664,12.5,0.833,0.875,0.542,0.542,0.125
125,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,16.666666666666668,4.166666666666669,12.5,8.333333333333332,8.333333333333332,0.167,0.042,0.125,0.083,0.083
126,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
127,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,16.666666666666668,8.333333333333332,12.5,20.833333333333332,0,0.167,0.083,0.125,0.208,0
128,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,83.33333333333333,83.33333333333333,91.66666666666667,83.33333333333333,83.33333333333333,0.833,0.833,0.917,0.833,0.833
129,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
130,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,83.33333333333333,87.5,87.5,91.66666666666667,0.875,0.833,0.875,0.875,0.917
131,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
132,skewedLowConscientiousness,1337,smart30,ENFP,ENFP-B,true,,54.166666666666664,0,70.83333333333334,75,54.166666666666664,0.542,0,0.708,0.75,0.542
133,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
134,alternating,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
135,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,87.5,66.66666666666666,58.333333333333336,37.5,8.333333333333332,0.875,0.667,0.583,0.375,0.083
136,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
137,adversarialSymmetry,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,54.166666666666664,50,0.417,0.583,0.458,0.542,0.5
138,deliberateNoise,1337,smart30,ESFP,ESFP-B,true,,33.333333333333336,33.333333333333336,54.166666666666664,50,54.166666666666664,0.333,0.333,0.542,0.5,0.542
139,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,91.66666666666667,91.66666666666667,95.83333333333333,79.16666666666667,0.875,0.917,0.917,0.958,0.792
140,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
141,noiseClusterHigh,1337,smart30,ENFJ,ENFJ-S,true,,87.5,87.5,83.33333333333333,87.5,79.16666666666667,0.875,0.875,0.833,0.875,0.792
142,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
143,skewedLowConscientiousness,1337,smart30,INFP,INFP-S,true,,58.333333333333336,0,37.5,70.83333333333334,70.83333333333334,0.583,0,0.375,0.708,0.708
144,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
145,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
146,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
147,skewedHighOpenness,1337,smart30,ENTJ,ENTJ-B,true,,100,62.5,66.66666666666666,41.666666666666664,41.666666666666664,1,0.625,0.667,0.417,0.417
148,deliberateNoise,1337,smart30,ISFJ,ISFJ-B,true,,41.666666666666664,58.333333333333336,45.833333333333336,62.5,45.833333333333336,0.417,0.583,0.458,0.625,0.458
149,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,91.66666666666667,70.83333333333334,58.333333333333336,29.166666666666664,16.666666666666668,0.917,0.708,0.583,0.292,0.167
150,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
151,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
152,skewedLowConscientiousness,1337,smart30,ESTP,ESTP-S,true,,37.5,0,54.166666666666664,37.5,33.333333333333336,0.375,0,0.542,0.375,0.333
153,skewedLowConscientiousness,1337,smart30,ENFP,ENFP-S,true,,54.166666666666664,0,58.333333333333336,58.333333333333336,75,0.542,0,0.583,0.583,0.75
154,entropyChaos,1337,smart30,ESFP,ESFP-S,true,,0,33.333333333333336,100,58.333333333333336,29.166666666666664,0,0.333,1,0.583,0.292
155,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
156,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
157,blockExtremes,1337,smart30,ESFJ,ESFJ-S,true,,0,50,66.66666666666666,50,33.333333333333336,0,0.5,0.667,0.5,0.333
158,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
159,entropyChaos,1337,smart30,ESFP,ESFP-S,true,,0,33.333333333333336,100,54.166666666666664,70.83333333333334,0,0.333,1,0.542,0.708
160,driftingPattern,1337,smart30,ENTJ,ENTJ-S,true,,91.66666666666667,66.66666666666666,54.166666666666664,29.166666666666664,16.666666666666668,0.917,0.667,0.542,0.292,0.167
161,uniformLow,1337,smart30,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
162,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
163,uniformHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,100,100,100,100,1,1,1,1,1
164,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
165,staircasePartial,1337,smart30,ESFP,ESFP-S,true,,4.166666666666669,33.333333333333336,62.5,91.66666666666667,16.666666666666668,0.042,0.333,0.625,0.917,0.167
166,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,95.83333333333333,87.5,87.5,75,87.5,0.958,0.875,0.875,0.75,0.875
167,syntheticPersonaSeed,1337,smart30,INTJ,INTJ-S,true,,79.16666666666667,91.66666666666667,37.5,37.5,33.333333333333336,0.792,0.917,0.375,0.375,0.333
168,boundaryBounce,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
169,entropyChaos,1337,smart30,ESFP,ESFP-B,true,,0,33.333333333333336,100,95.83333333333333,50,0,0.333,1,0.958,0.5
170,gaussianHigh,1337,smart30,ENFJ,ENFJ-S,true,,100,87.5,95.83333333333333,91.66666666666667,87.5,1,0.875,0.958,0.917,0.875
171,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,16.666666666666668,0,4.166666666666669,20.833333333333332,4.166666666666669,0.167,0,0.042,0.208,0.042
172,mirrorPattern,1337,smart30,ENTP,ENTP-B,true,,58.333333333333336,29.166666666666664,75,29.166666666666664,58.333333333333336,0.583,0.292,0.75,0.292,0.583
173,pathologicalBoundary,1337,smart30,ESFJ,ESFJ-B,true,,50,50,100,50,50,0.5,0.5,1,0.5,0.5
174,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,16.666666666666668,8.333333333333332,8.333333333333332,12.5,8.333333333333332,0.167,0.083,0.083,0.125,0.083
175,pathologicalBoundary,1337,smart30,ESFJ,ESFJ-B,true,,50,50,100,50,50,0.5,0.5,1,0.5,0.5
176,uniformMid,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
177,noiseClusterLow,1337,smart30,ISTP,ISTP-S,true,,12.5,12.5,16.666666666666668,8.333333333333332,8.333333333333332,0.125,0.125,0.167,0.083,0.083
178,gaussianLow,1337,smart30,ISTP,ISTP-S,true,,8.333333333333332,16.666666666666668,16.666666666666668,20.833333333333332,12.5,0.083,0.167,0.167,0.208,0.125
179,alternatingClusters,1337,smart30,ESFJ,ESFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
